관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
곡성 섬진강 기차마을,관광지,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.27753157,127.3082867,70000,주차장+화장실+장애인 공용화장실+모유수유실,,,,,,2005-03-01,2500,210,"증기소리가 둔탁하지만 촌스럽지 않고, 많은 사람들의 관심을 받지만 혼자만의 공간이 있는곳.증기기관차와 레일바이크체험, 음악분수, 엔터테인먼트 놀이공간까지 옛 추억과 테마가 있는 새로움과 익숙함이 공존하는 새로운 개념의 테마파크이다.인기 관광지로 각광을 받고 있는 기차마을의 첫 관문은 옛 곡성역 건물을 그대로 기차마을 정문으로 사용하고 있다. 그래서 그곳을 통과하면 아련한 추억이 기다리고 있을 것 같다.1960년대를 고스란히 옮겨 놓은 것 같은 플랫폼으로 기차가 들어오자 내리는 승객들과 그것을 배경으로 사진을 찍어 추억을 남기고 , 플랫폼에는 수형이 아름다운 두 그루의 소나무가 있는데 소나무를 배경으로 나란히 서서 단체사진을 찍어도 멋지다.관람은 반 시계 방향으로 돌면서 관람시설과 놀이시설을 하나씩 섭렵해가는 것이 가장 효과적인데 기차 체험 공간 치치뿌뿌 놀이터, 오감으로 느끼는 4D 영상관, 커다란 도깨비가 방망이를 치켜들고 서 있는 재미있는 요술 랜드를 차례로 돌아보는 동안 우리는 어느덧 동심의 세계에 흠뻑 빠져들수 있다. 전통체험관에서 칼에 글귀를 새기는 무형문화재 낙죽장도 전시관도 볼 수 있다.기차마을 최고의 포토존으로 알려진 장미공원은 기차마을 안에 있으면서도 별도의 공원이나 다름없는 매우 특별한 공간이다. 장미공원은 무려 3만 7천여주, 1004종의 장미와 세계 몇 안 되는 희귀종도 수십종을 보유중이다.그리고 그 명성을 유지하기 위해 숙련된 원예 전문가들이 일년 내내 정성을 다하여 관리하고 있는데 5월 장미 축제때는 이곳의 장미들이 일제히 개화를 하면서 대단한 장관이 펼쳐진다.이때 우리나라 최고로 꼽히는 장미의 향연을 즐기기 위해서 전국에서엄청난 관광객들이 몰려드는데 곡성 장미공원의 5월 장미는 꼭 봐야할 명소이다.",061-362-7461,전라남도 곡성군청 관광과,2023-08-01,4860000,전라남도 곡성군
기차마을 장미공원,관광지,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.27753157,127.3082867,40000,주차장+화장실+장애인 공용화장실+모유수유실,,,,,,2011-05-01,4000,210,"섬진강기차마을 단지 내에 위치한 장미공원은 대한민국 최고의 장미공원을 목표로 사랑의 상징 ‘천사’와 음이 같은 1,004 품종을 수집하여 40,000㎡의 부지에 독일, 프랑스, 영국 등 유럽의 우수한 장미품종들을 수집, 전국에서 가장 많은 1,004종의 장미를 식재하여 조성되었다. 장미와 다양한 수목, 연못 등이 아름다운 경관을 이루고 있으며, 그 밖에 분수, 미로원, 야외공연장, 파고라 등 다양한 시설을 갖추고 있다. 독특하고 다양한 장미품종들을 정성스럽게 관리하여 5~11월 계속해서 장미꽃을 감상할 수 있고, 매년 5월에서 6월 사이 세계장미축제를 개최하여 많은 관광객들을 맞이하고 있다.",061-360-8443,전라남도 곡성군청 관광과,2023-08-01,4860000,전라남도 곡성군
협재관광지,관광지,,제주특별자치도 제주시 한림읍 협재리 2450,33.3934958502,126.2385968886,214300,관리사무소+화장실(4동)+취사장(2동)+샤워탈의장(2동)+주차장,,다목적운동장+해수풀장,야영장+조경휴게소,,,1985-06-21,15000,534,에메랄드 빛 바다색과 비양도 절경을 품고 있는 제주시 서부 대표 휴양지,064-728-2762,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
곽지관광지,관광지,,제주특별자치도 제주시 애월읍 곽지리 1566,33.4499564,126.3041171,235020,관리사무소+화장실(2동)+주차장+목욕장,,,야영장+조경휴게소+광장,,,2004-07-19,15000,331,접근성이 좋고 바닷물과 노천탕을 동시에 즐길 수 있는 제주시 서부 대표 휴양지,064-728-2762,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
김녕관광지,관광지,,제주특별자치도 제주시 구좌읍 김녕리 497-5,33.5548971,126.7654535215,161324,관리사무소+화장실(2동)+주차장+샤워탈의장+취사장+여름파출소,,다목적운동장+야영장+피크닉장+광장+조경휴게지,,,,1971-05-20,10000,234,"해양레져스포츠, 캠핑 등 즐길거리가 가득한 제주시 동부 대표 휴양지",064-728-2762,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
40계단테마거리,관광지,부산광역시 중구 대청로135번길 13,부산광역시 중구 중앙동4가 38-1,35.10397225,129.0346287,0,공중화장실,,,40계단 문화관,,,2003-02-12,500,0,"40계단을 중심으로 조성된 테마거리로 뻥튀기 아저씨,  물동이 진 아이 등의 조형물이 꾸며져있다.",051-600-4046,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
BIFF광장,관광지,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,0,공중화장실,호텔+게스트하우스,,,,,2011-02-24,5000,0,세계적 영화제로 발돋움한 부산국제영화제의 태동지,051-600-4084,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
영도대교,관광지,부산광역시 중구 태종로 8,부산광역시 중구 남포동1가 33-9,35.09725344,129.035681,0,공중화장실,,,,,부산중구 관광안내소,2006-11-25,2000,0,"영도대교는 일제 강점기 시절 영도와 부산항 사이의 원활한 왕래를 위해 1934년 11월에 준공된 동양최조의 교량이자 국내 유일의 연륙교로써의 역사적인 의미를 지니고 있으며, 한국 전쟁 당시 헤어진 가족들의 기약 없는 이별의 종착지이자 이산가족들에겐 삶의 애환이 서려있는 장소이다.",051-780-0062,부산 시설공단,2023-12-04,3250000,부산광역시 중구
보수동책방골목,관광지,부산광역시 중구 대청로 57-1,부산광역시 중구 보수동1가 124-15,35.10323904,129.0263248,0,화장실,,,보수동책방골목 문화관,,,2010-12-08,4010,0,"보수동 책방골목은 국제시장 입구 대청로 사거리 건너 보수동쪽으로 난 사선 방향의 좁은 골목길에 집결된 책방을 말한다. 8.15광복 직후 오늘날의 국제시장이 태평양전쟁으로 주택가가 철거되어 빈터로 놓여 있을 때 일본인이 남기고 간 책을 난전을 벌여 팔았는데, 그 장소가 개인소유가 되자, 보수동 앞길로 책장사들이 한 두 사람 자리를 옮겨 앉게 되면서부터 오늘의 골목이 형성되는 바탕이 되었다.",051-743-7650,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
용두산공원,관광지,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동2가 1-2,35.1009305,129.0324434,0,화장실,,,,,,1944-01-08,3000,0,"부산의 역사가 살아 숨쉬고 있는 대표적 관광명소로서 부산의 상진인 120m 높이의 부산타워, 부산 시민의 종, 충무공 이순신 동상, 미술전시관 등이 조화롭게 조성되어 있다.",051-860-7820,부산 시설공단,2023-12-04,3250000,부산광역시 중구
광복로,관광지,부산광역시 중구 광복중앙로 1,부산광역시 중구 창선동1가 44,35.09947039,129.0311659,0,화장실+공영주차장,,,,,창선동 관광안내소,1970-01-01,7000,0,"패션·쇼핑거리로 중앙에는 21세기 도약의 이미지를 상징하는 `비상 2000` 조형물이 설치되어 있다. 매년 광복로 문화축제를 개최하는 볼거리, 즐길거리가 풍성한 문화예술의 거리이다.",051-600-4084,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
부산영화체험박물관,관광지,부산광역시 중구 대청로126번길 12,부산광역시 중구 동광동3가 41-4,35.10169342,129.033594,0,화장실+공영주차장,,,,,,2017-07-03,500,0,"부산영화체험박물관은 대한민국을 대표하는 영화체험 복합문화공간입니다. 전국 최초의 영화관련 전문전시체험시설로 지상지상 4층, 지하 3층으로 구성된 본 체험박물관은 영화의 원리를 이해하고 제작의 즐거움을 체험할 수 있는 다양한 전시시설 및 영화의 과거와 미래를 연결하는 하이테크 시네마를 갖추고 있습니다.",051-715-4200,부산 영화체험 박물관,2023-12-04,3250000,부산광역시 중구
작괘천,관광지,,울산광역시 울주군 상북면 등억알프스리 18-2,35.55162452,129.0953395,100000,샤워실+급수대+화장실,펜션+야영장,캠핑장+산책로,작천정+캠핑장,,,2016-03-21,200000,2000,"수백평이나 되는 바위가 오랜 세월의 물살에 깎여 움푹움푹 파인 형상이 마치 술잔을 걸어둔것과 같다고 해서 작괘천이라 하며, 사시사철 맑은 물이 흐른다",052-204-2346,울산광역시 울주군청,2023-08-31,3730000,울산광역시 울주군
대운산 내원암 계곡,관광지,울산광역시 울주군 온양읍 대운상대길 382,울산광역시 울주군 온양읍 운화리 1312,35.39913422,129.2309807,891008,화장실+주차장,,,산책로+사찰,,,2016-03-21,200000,500,"깊고 청량한 계곡속의 수려한 연못과 폭포, 한번 누워보고 싶은 반석들을 품고 있는 비경이 있음",052-204-2345,울산광역시 울주군청,2023-08-31,3730000,울산광역시 울주군
간절곶 공원,관광지,울산광역시 울주군 서생면 간절곶해안길 205,울산광역시 울주군 서생면 대송리 2,35.3625312,129.3591079,584984,주차장+화장실,펜션,산책로+카페,카페+소망우체통,,,2016-03-21,500000,580,한반도에서 가장 해가 먼저 뜨는 대표적 해맞이 장소,052-204-1754,울산광역시 울주군청,2023-08-31,3730000,울산광역시 울주군
어답산관광지,관광지,강원특별자치도 횡성군 갑천면 어답산로 516,강원특별자치도 횡성군 갑천면 병지방리 539-1,37.59380861,128.0575207,256567,캠핑장+계곡,민박+펜션,족구장,,,,1999-09-27,10000,400,왕의 발길만을 허락한 오지의 선경으로 임금이 친히 밟아본 산이라는 뜻의 어답산(御踏山)은 신라 박혁거세가 태기산의 태기왕을 뒤쫓다가 이 산에 들렀다 해서 붙여진 이름. 때묻지 않은 오지의 절경 속에 자연의 옛 모습 그대로를 고스란히 담아내는 어답산은 갑천면 삼거리저수지 동북쪽으로 병풍을 두른 듯 솟아 있다.,033-340-5985,강원특별자치도 횡성군,2023-08-30,4261000,강원특별자치도 횡성군
유현문화관광지,관광지,강원특별자치도 횡성군 서원면 경강로유현1길 30,강원특별자치도 횡성군 서원면 유현리 1097,37.52903211,127.8186829,147959,성당+유물전시관,,,,,,2003-04-12,5000,60,풍수원성당은 한국인 신부가 지은 최초의 성당이자 한국에서 네 번째로 지어진 유서깊은 성당으로서 1982년 지방문화재 제69호로 지정됐다. 횡성의 유명한 관광지 중 하나로 풍수원 성당과 연계해 관광지를 개발하여 방문하는 이들에게 많은 볼거리(유물전시관+산책로+성체현양대회 등)를 제공하고 있다,033-340-5987,강원특별자치도 횡성군,2023-08-30,4261000,강원특별자치도 횡성군
웰리힐리파크 관광단지,관광단지,강원특별자치도 횡성군 둔내면 고원로 451,강원특별자치도 횡성군 둔내면 두원리 204,37.49012611,128.2501389,4830709,스키장+콘도+골프장,콘도,유원시설+공연장,,,,2005-06-15,10000,500,강원특별자치도 횡성 무공해 청정 지대인 술이봉 일대 486만㎡부지에 조성된 웰리힐리파크는 사계절 각각의 특색있는 아름다움과 수려한 자연 속에서 차원 높은 휴식의 안함을 즐길 수 있는 도시 근교형 사계절 종합 휴양지이다,1544-8833,신안종합리조트,2023-08-30,4261000,강원특별자치도 횡성군
무궁화오토캠핑장,관광지,전라북도 완주군 고산면 고산휴양림로 89,,35.97398132,127.2315513,4664,주차장+화장실,자동차야영장,,주차장+화장실,주차장+화장실,,2021-06-16,400,100,문화체육관광부 국민여가캠핑장으로 조성된 공공야영장으로 52개 사이트와 캐러반 등 부대시설이 갖추어져 있는 곳,063-290-2762,전라북도 완주군청,2023-12-27,4720000,전라북도 완주군
송광사&벚꽃길,관광지,전라북도 완주군 소양면 송광수만로 255-16,,35.885763,127.2417509,30,주차장,,,주차장+템플스테이,주차장+템플스테이,,2021-06-16,100,40,송광사는 종남산 아래에 자리한 사찰로 신라시대에 도의선사가 창건한 것으로 전해진다,063-243-8091,송광사,2023-12-27,4720000,전라북도 완주군
위봉사&위봉폭포&위봉산성,관광지,전라북도 완주군 소양면 위봉길 53,,35.9105769,127.2572831,29,주차장,,,주차장,주차장,,2021-06-16,200,20,위봉사는 세마리 봉황이 날고 있는 자리에 절을 짓고 이름붙였다는 이야기가 전해져 오는 곳,063-243-7657,위봉사,2023-12-27,4720000,전라북도 완주군
화암사,관광지,전라북도 완주군 경천면 화암사길 271,,36.06629938,127.2872339,1083,주차장+공중화장실,,,주차장+공중화장실,주차장+공중화장실,,2021-06-16,50,20,세월의 흐름을 멋지게 담고있는 아름다운 사찰,063-261-7576,화암사,2023-12-27,4720000,전라북도 완주군
춘향테마파크,관광지,전라북도 남원시 양림길 14-9,,35.401464,127.386902,66462,주차장,,,,,,2004-05-01,1000,255,"남원시 양림길 남원관광지내에 소재한 곳(3만 5천평 규모)으로 임권택 감독의 영화 [춘향뎐]의 촬영 장소를 포함하여 사랑의 테마가 있는 관광지로 조성한 곳이다. [춘향뎐]의 지고지순한 사랑을 오늘을 살아가는 이들의 마음속에 담아내 과거의 사랑과 이제 사랑을 시작하는 이들이 사랑의 추억을 만들 수 있도록 조성돼 있고 만남의 장, 맹약의 장, 춘향뎐 영화세트장, 축제의 장 등 사랑의 5개 마당으로 춘향테마의 일대기를 재현하고 있다. 또한 철저한 고증을 거쳐 완성된 동헌, 관아, 내아, 월매집, 부용당, 옥사정을 비롯해 조선 중기 서민들의 삶이 깃든 고건물들이 들어서 있어 조선 중기 서민문화와 춘향의 삶을 제대로 이해할 수 있도록 조성되어 있다.",063-620-5797,전라북도 남원시청,2023-12-26,4700000,전라북도 남원시
남원항공우주천문대,관광지,전라북도 남원시 양림길 48-63,,35.399194,127.387388,6532,주차장,,,,,,2009-10-01,1000,10,"남원항공우주천문대는 2009년 10월 9일에 개관하여 서남권 관광문화의 중심 도시인 남원 및 인근지역 어린이, 청소년에게 천문우주 및 첨단 항공과학 체험 기회를 제공하고 또한 가족 단위와 단체가 함께 즐길 수 있는 가족 체험시설로 관광수요 창출 및 지역경제 활성화에 기여하고 있습니다.",063-620-8988,전라북도 남원시청,2023-12-26,4700000,전라북도 남원시
